2023-05-08 18:11:17,366 INFO  Logger.cs: 70 - 
2023-05-08 18:37:41,337 INFO  ExportHelperExtension.cs: 1136 - Found 27 in wheel-2
2023-05-08 18:37:41,338 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in wheel-2
2023-05-08 18:37:41,338 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from wheel-1
2023-05-08 18:37:41,338 INFO  ExportHelperExtension.cs: 1136 - Found 27 in wheel-1
2023-05-08 18:37:41,339 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in wheel-1
2023-05-08 18:37:41,340 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from mobile.SLDASM
2023-05-08 18:37:41,340 INFO  ExportHelperExtension.cs: 1136 - Found 36 in mobile.SLDASM
2023-05-08 18:37:41,340 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [RefAxis] in mobile.SLDASM
2023-05-08 18:37:41,341 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-05-08 18:37:41,341 INFO  ExportHelperExtension.cs: 1160 - 3 components to check
2023-05-08 18:37:41,341 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from car_base_link-1
2023-05-08 18:37:41,342 INFO  ExportHelperExtension.cs: 1136 - Found 30 in car_base_link-1
2023-05-08 18:37:41,342 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in car_base_link-1
2023-05-08 18:37:41,342 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from wheel-2
2023-05-08 18:37:41,342 INFO  ExportHelperExtension.cs: 1136 - Found 27 in wheel-2
2023-05-08 18:37:41,343 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in wheel-2
2023-05-08 18:37:41,343 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from wheel-1
2023-05-08 18:37:41,343 INFO  ExportHelperExtension.cs: 1136 - Found 27 in wheel-1
2023-05-08 18:37:41,344 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in wheel-1
2023-05-08 18:37:41,619 INFO  SwAddin.cs: 339 - Loading config tree
2023-05-08 18:37:41,622 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2023-05-08 18:37:41,625 INFO  SwAddin.cs: 344 - Showing property manager
2023-05-08 18:37:45,676 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-08 18:37:46,700 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-08 18:37:46,956 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-08 19:08:52,979 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-08 19:08:54,491 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-08 19:09:04,633 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-08 19:09:30,982 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-08 19:10:01,883 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-08 19:10:07,039 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-08 19:10:08,721 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-08 19:10:53,525 INFO  ExportPropertyManager.cs: 422 - Configuration saved
2023-05-08 19:10:53,704 INFO  ExportHelperExtension.cs: 347 - Creating joint leftlink
2023-05-08 19:10:54,027 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent base_link to child leftlink failed
2023-05-08 19:10:54,059 INFO  ExportHelperExtension.cs: 347 - Creating joint rightlink
2023-05-08 19:10:54,076 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent base_link to child rightlink failed
2023-05-08 19:10:54,189 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from mobile.SLDASM
2023-05-08 19:10:54,194 INFO  ExportHelperExtension.cs: 1136 - Found 37 in mobile.SLDASM
2023-05-08 19:10:54,195 INFO  ExportHelperExtension.cs: 1145 - Found 3 features of type [CoordSys] in mobile.SLDASM
2023-05-08 19:10:54,195 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-05-08 19:10:54,195 INFO  ExportHelperExtension.cs: 1160 - 3 components to check
2023-05-08 19:10:54,196 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from car_base_link-1
2023-05-08 19:10:54,196 INFO  ExportHelperExtension.cs: 1136 - Found 30 in car_base_link-1
2023-05-08 19:10:54,196 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in car_base_link-1
2023-05-08 19:10:54,197 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from wheel-2
2023-05-08 19:10:54,197 INFO  ExportHelperExtension.cs: 1136 - Found 27 in wheel-2
2023-05-08 19:10:54,197 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in wheel-2
2023-05-08 19:10:54,198 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from wheel-1
2023-05-08 19:10:54,198 INFO  ExportHelperExtension.cs: 1136 - Found 27 in wheel-1
2023-05-08 19:10:54,199 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in wheel-1
2023-05-08 19:10:54,199 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from mobile.SLDASM
2023-05-08 19:10:54,199 INFO  ExportHelperExtension.cs: 1136 - Found 37 in mobile.SLDASM
2023-05-08 19:10:54,200 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [RefAxis] in mobile.SLDASM
2023-05-08 19:10:54,200 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-05-08 19:10:54,200 INFO  ExportHelperExtension.cs: 1160 - 3 components to check
2023-05-08 19:10:54,200 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from car_base_link-1
2023-05-08 19:10:54,201 INFO  ExportHelperExtension.cs: 1136 - Found 30 in car_base_link-1
2023-05-08 19:10:54,201 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in car_base_link-1
2023-05-08 19:10:54,201 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from wheel-2
2023-05-08 19:10:54,201 INFO  ExportHelperExtension.cs: 1136 - Found 27 in wheel-2
2023-05-08 19:10:54,201 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in wheel-2
2023-05-08 19:10:54,201 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from wheel-1
2023-05-08 19:10:54,201 INFO  ExportHelperExtension.cs: 1136 - Found 27 in wheel-1
2023-05-08 19:10:54,202 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in wheel-1
2023-05-08 19:10:54,246 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-08 19:11:21,156 INFO  AssemblyExportForm.cs: 253 - Completing URDF export
2023-05-08 19:11:21,168 INFO  ConfigurationSerialization.cs: 276 - URDF Configuration found
